INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152049488,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,502,,2015-06-15 01:53:00,2015,6,Monday,1,Part Three,JEWETT ST,42.28570914,-71.11730039,"(42.28570914, -71.11730039)"
I162036190,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E5,724,,2016-05-09 19:42:00,2016,5,Monday,19,Part Three,VFW PKWY,42.26932098,-71.17204938,"(42.26932098, -71.17204938)"
I162034384,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B2,289,,2016-05-03 15:35:00,2016,5,Tuesday,15,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172094639,423,Aggravated Assault,ASSAULT - AGGRAVATED,A15,50,,2017-11-12 17:31:00,2017,11,Sunday,17,Part One,NEW RUTHERFORD AVE,42.37548425,-71.06872766,"(42.37548425, -71.06872766)"
I182064867,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,,2018-08-14 18:29:00,2018,8,Tuesday,18,Part Two,ROXBURY ST,42.32952036,-71.08530641,"(42.32952036, -71.08530641)"
I172002486,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,573,,2017-01-09 14:05:00,2017,1,Monday,14,Part Three,AMORY ST,42.30740521,-71.10909189,"(42.30740521, -71.10909189)"
I162044707,2629,Harassment,HARASSMENT,B2,268,,2016-06-07 01:59:00,2016,6,Tuesday,1,Part Two,DUDLEY ST,42.32742591,-71.07702562,"(42.32742591, -71.07702562)"
I162044068,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,,2016-06-04 20:37:00,2016,6,Saturday,20,Part Three,,,,"(0.00000000, 0.00000000)"
I152106169,617,Larceny,LARCENY THEFT FROM BUILDING,D4,143,,2015-12-24 20:01:00,2015,12,Thursday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I152082653,1402,Vandalism,VANDALISM,C11,247,,2015-10-05 02:00:00,2015,10,Monday,2,Part Two,DORCHESTER AVE,42.31419023,-71.05693352,"(42.31419023, -71.05693352)"
I162039564,371,Robbery,ROBBERY - HOME INVASION,E18,492,,2016-05-21 01:30:00,2016,5,Saturday,1,Part One,HUNTINGTON AVE,42.26560754,-71.11608448,"(42.26560754, -71.11608448)"
I162096364,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,356,,2016-11-25 15:40:00,2016,11,Friday,15,Part Three,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I182058633,3114,Investigate Property,INVESTIGATE PROPERTY,C11,249,,2018-07-25 12:41:00,2018,7,Wednesday,12,Part Three,SAXTON ST,42.31359091,-71.05432387,"(42.31359091, -71.05432387)"
I152063208,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,777,,2015-07-31 12:40:00,2015,7,Friday,12,Part Three,WASHINGTON ST,42.34724186,-71.14870339,"(42.34724186, -71.14870339)"
I172064669,617,Larceny,LARCENY THEFT FROM BUILDING,C11,454,,2017-08-06 13:00:00,2017,8,Sunday,13,Part One,WASHINGTON ST,42.30022551,-71.07468313,"(42.30022551, -71.07468313)"
I162081821,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,435,,2016-10-06 12:59:00,2016,10,Thursday,12,Part Two,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I162007795,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,146,,2016-01-28 10:00:00,2016,1,Thursday,10,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I172063493,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,358,,2017-08-04 00:11:00,2017,8,Friday,0,Part Three,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
I172020021,3410,Towed,TOWED MOTOR VEHICLE,E13,303,,2017-03-14 03:00:00,2017,3,Tuesday,3,Part Three,W WALNUT PARK,42.31819906,-71.10008709,"(42.31819906, -71.10008709)"
I162031791,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,426,,2016-04-23 21:00:00,2016,4,Saturday,21,Part One,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I172067197,613,Larceny,LARCENY SHOPLIFTING,C11,402,,2017-08-15 16:06:00,2017,8,Tuesday,16,Part One,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)"
I172051656,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2017-06-27 11:19:00,2017,6,Tuesday,11,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I152071688,3410,Towed,TOWED MOTOR VEHICLE,D4,273,,2015-08-29 08:37:00,2015,8,Saturday,8,Part Three,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.33689150, -71.07755100)"
I182059648,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,337,,2018-07-29 12:15:00,2018,7,Sunday,12,Part Two,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I172093103,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,165,,2017-11-07 08:23:00,2017,11,Tuesday,8,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)"
I162028953,617,Larceny,LARCENY THEFT FROM BUILDING,E18,554,,2016-04-14 12:36:00,2016,4,Thursday,12,Part One,METROPOLITAN AVE,42.27250898,-71.12318965,"(42.27250898, -71.12318965)"
I172027893,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,263,,2017-04-10 15:40:00,2017,4,Monday,15,Part Three,BLUE HILL AVE,42.3247019,-71.07542683,"(42.32470190, -71.07542683)"
I152084510,3114,Investigate Property,INVESTIGATE PROPERTY,A1,70,,2015-10-11 10:35:00,2015,10,Sunday,10,Part Three,LOUISBURG SQ,42.3584724,-71.06861909,"(42.35847240, -71.06861909)"
I172068119,3201,Property Lost,PROPERTY - LOST,A1,121,,2017-08-18 01:00:00,2017,8,Friday,1,Part Three,STUART ST,42.35106637,-71.06549569,"(42.35106637, -71.06549569)"
I182035401,2647,Other,THREATS TO DO BODILY HARM,C11,354,,2018-05-09 15:37:00,2018,5,Wednesday,15,Part Two,PARK ST,42.30050125,-71.05511587,"(42.30050125, -71.05511587)"
I182031956,3111,License Violation,LICENSE PREMISE VIOLATION,D4,151,,2018-04-28 23:45:00,2018,4,Saturday,23,Part Three,CHANDLER ST,42.34715987,-71.07026381,"(42.34715987, -71.07026381)"
I162068345,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING  BICYCLE - INJURY,E5,564,,2016-08-23 11:20:00,2016,8,Tuesday,11,Part Three,WASHINGTON ST,42.29723412,-71.11669286,"(42.29723412, -71.11669286)"
I182046583,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,64,,2018-06-15 11:05:00,2018,6,Friday,11,Part Three,FRUIT ST,42.36240281,-71.06954652,"(42.36240281, -71.06954652)"
I152068177,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,498,,2015-08-17 18:00:00,2015,8,Monday,18,Part Three,HYDE PARK AVE,42.27380942,-71.11996035,"(42.27380942, -71.11996035)"
I162053164,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,A15,900,,2016-07-04 22:36:00,2016,7,Monday,22,Part Three,MCNULTY CT,42.37865852,-71.05769433,"(42.37865852, -71.05769433)"
I152059250,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,243,,2015-07-15 07:10:00,2015,7,Wednesday,7,Part Three,SALCOMBE ST,42.31511978,-71.06089032,"(42.31511978, -71.06089032)"
I182070354,1402,Vandalism,VANDALISM,C11,462,,2018-08-29 22:00:00,2018,8,Wednesday,22,Part Two,BOWDOIN AVE,42.30090969,-71.07425843,"(42.30090969, -71.07425843)"
I162013501,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,E5,551,,2016-02-19 16:54:00,2016,2,Friday,16,Part Three,GLENDOWER RD,42.27562519,-71.13142204,"(42.27562519, -71.13142204)"
I182031946,724,Auto Theft,AUTO THEFT,E18,479,,2018-04-28 22:10:00,2018,4,Saturday,22,Part One,CUMMINS HWY,42.27156283,-71.10594428,"(42.27156283, -71.10594428)"
I162036002,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2016-05-09 10:08:00,2016,5,Monday,10,Part Two,MAPLE ST,42.30784206,-71.08650939,"(42.30784206, -71.08650939)"
I162012698,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,356,,2016-02-17 13:54:00,2016,2,Wednesday,13,Part One,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
I172093872,3201,Property Lost,PROPERTY - LOST,B2,297,,2017-11-09 18:46:00,2017,11,Thursday,18,Part Three,WALNUT AVE,42.32217348,-71.08506711,"(42.32217348, -71.08506711)"
I182050658,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,411,,2018-06-28 09:55:00,2018,6,Thursday,9,Part One,MARYKNOLL TER,42.2759894,-71.07865649,"(42.27598940, -71.07865649)"
I172098910,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,439,,2017-11-28 16:37:00,2017,11,Tuesday,16,Part Two,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I152053401,3625,Other,DANGEROUS OR HAZARDOUS CONDITION,E13,644,,2015-06-28 06:09:00,2015,6,Sunday,6,Part Three,HOLBROOK ST,42.31030262,-71.11729257,"(42.31030262, -71.11729257)"
I162042809,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,281,,2016-05-31 18:58:00,2016,5,Tuesday,18,Part Three,DUDLEY ST,42.32849143,-71.08121253,"(42.32849143, -71.08121253)"
I172099998,3115,Investigate Person,INVESTIGATE PERSON,C6,925,,2017-12-02 07:16:00,2017,12,Saturday,7,Part Three,W NINTH ST,42.33357533,-71.0529755,"(42.33357533, -71.05297550)"
I162003341,1832,Drug Violation,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,B2,603,,2016-01-13 02:55:00,2016,1,Wednesday,2,Part Two,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)"
I172044367,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,,2017-06-04 19:29:00,2017,6,Sunday,19,Part Three,,,,"(0.00000000, 0.00000000)"
I162039164,1402,Vandalism,VANDALISM,B2,268,,2016-05-19 17:54:00,2016,5,Thursday,17,Part Two,EUSTIS ST,42.32723231,-71.07548216,"(42.32723231, -71.07548216)"
I152104531,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2, ,,2015-12-19 00:01:00,2015,12,Saturday,0,Part Three,,,,"(0.00000000, 0.00000000)"
I162105266,1402,Vandalism,VANDALISM,C6,915,,2016-12-24 13:00:00,2016,12,Saturday,13,Part Two,COLUMBIA RD,42.33032684,-71.04982159,"(42.33032684, -71.04982159)"
I172107476,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,572,,2017-12-30 23:46:00,2017,12,Saturday,23,Part One,DIXWELL ST,42.31433402,-71.09791405,"(42.31433402, -71.09791405)"
I182007220,613,Larceny,LARCENY SHOPLIFTING,A15,56,,2018-01-27 21:02:00,2018,1,Saturday,21,Part One,THOMPSON SQ,42.3751514,-71.0639642,"(42.37515140, -71.06396420)"
I172052753,613,Larceny,LARCENY SHOPLIFTING,D4,130,,2017-06-30 18:06:00,2017,6,Friday,18,Part One,HUNTINGTON AVE,42.34749899,-71.07925506,"(42.34749899, -71.07925506)"
I182009527,1107,Fraud,FRAUD - IMPERSONATION,E18,490,,2017-12-01 09:00:00,2017,12,Friday,9,Part Two,ROANOKE RD,42.27112941,-71.11089554,"(42.27112941, -71.11089554)"
I152069003,617,Larceny,LARCENY THEFT FROM BUILDING,B2,282,,2015-08-04 16:30:00,2015,8,Tuesday,16,Part One,WARREN ST,42.32659809,-71.08336794,"(42.32659809, -71.08336794)"
I182004171,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7, ,,2018-01-16 14:55:00,2018,1,Tuesday,14,Part Three,PORTER ST,,,"(0.00000000, 0.00000000)"
I152060457,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C11,247,,2015-07-22 06:01:00,2015,7,Wednesday,6,Part Two,TREADWAY RD,42.31323306,-71.05813011,"(42.31323306, -71.05813011)"
I152104648,3201,Property Lost,PROPERTY - LOST,B2,612,,2015-12-19 13:07:00,2015,12,Saturday,13,Part Three,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
I182067001,3115,Investigate Person,INVESTIGATE PERSON,C11,335,,2018-08-21 18:03:00,2018,8,Tuesday,18,Part Three,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)"
I172011418,1402,Vandalism,VANDALISM,C11,817,,2017-02-11 18:47:00,2017,2,Saturday,18,Part Two,WELLES AVE,42.28927291,-71.06622608,"(42.28927291, -71.06622608)"
I162033713,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B2,239,,2016-05-01 09:09:00,2016,5,Sunday,9,Part Two,BELDEN SQ,42.31809215,-71.06583835,"(42.31809215, -71.06583835)"
I182051814,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,E13,608,,2018-06-29 04:00:00,2018,6,Friday,4,Part One,S HUNTINGTON AVE,42.32639844,-71.11152626,"(42.32639844, -71.11152626)"
I182026914,3115,Investigate Person,INVESTIGATE PERSON,B2,331,,2018-03-15 00:00:00,2018,3,Thursday,0,Part Three,DRAYTON AVE,42.31215757,-71.07056813,"(42.31215757, -71.07056813)"
I182028745,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,C11,359,,2018-04-17 17:54:00,2018,4,Tuesday,17,Part Two,HOOPER ST,42.2945837,-71.06898342,"(42.29458370, -71.06898342)"
I172096797,3125,Warrant Arrests,WARRANT ARREST,C11,333,,2017-11-20 11:34:00,2017,11,Monday,11,Part Three,COLUMBIA RD,42.31069804,-71.07119068,"(42.31069804, -71.07119068)"
I182033464,801,Simple Assault,ASSAULT - SIMPLE,A1, ,,2018-05-03 23:00:00,2018,5,Thursday,23,Part Two,,42.36483322,-71.06231414,"(42.36483322, -71.06231414)"
I172024613,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,428,,2017-03-29 15:30:00,2017,3,Wednesday,15,Part Three,MORTON ST,42.28329074,-71.08916307,"(42.28329074, -71.08916307)"
I172027493,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,639,,2017-04-09 00:30:00,2017,4,Sunday,0,Part Two,ROBINWOOD AVE,42.31624019,-71.11267011,"(42.31624019, -71.11267011)"
I172003155,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,579,,2017-01-12 16:41:00,2017,1,Thursday,16,Part One,CHESTNUT AVE,42.32155229,-71.10244044,"(42.32155229, -71.10244044)"
I162057998,3114,Investigate Property,INVESTIGATE PROPERTY,B2,325,,2016-07-21 01:12:00,2016,7,Thursday,1,Part Three,HUMPHREYS PL,,,"(0.00000000, 0.00000000)"
I182069199,617,Larceny,LARCENY THEFT FROM BUILDING,A1,111,,2018-08-29 01:32:00,2018,8,Wednesday,1,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)"
I162095791,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B2,257,,2016-11-23 00:52:00,2016,11,Wednesday,0,Part Three,STOUGHTON ST,42.3166175,-71.06407827,"(42.31661750, -71.06407827)"
I162103125,1402,Vandalism,VANDALISM,B2,297,,2016-12-18 22:30:00,2016,12,Sunday,22,Part Two,MILLS ST,42.32130608,-71.08343731,"(42.32130608, -71.08343731)"
I182023438,3001,Medical Assistance,DEATH INVESTIGATION,D4,272,,2018-03-29 15:19:00,2018,3,Thursday,15,Part Three,THORNDIKE ST,42.33305751,-71.07847418,"(42.33305751, -71.07847418)"
I182021039,3301,Verbal Disputes,VERBAL DISPUTE,C11,340,,2018-03-20 18:31:00,2018,3,Tuesday,18,Part Three,FOX ST,42.30609597,-71.06425709,"(42.30609597, -71.06425709)"
I162055221,3201,Property Lost,PROPERTY - LOST,A1,93,,2016-07-09 01:30:00,2016,7,Saturday,1,Part Three,FANEUIL HALL MARKETPLACE,42.35997967,-71.05474135,"(42.35997967, -71.05474135)"
I172088627,3125,Warrant Arrests,WARRANT ARREST,A15,56,,2017-10-23 18:00:00,2017,10,Monday,18,Part Three,GREEN ST,42.37829905,-71.0621081,"(42.37829905, -71.06210810)"
I162062844,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,206,,2016-08-05 15:58:00,2016,8,Friday,15,Part Three,BOSTON WHARF RD,42.35062356,-71.04637521,"(42.35062356, -71.04637521)"
I182043058,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,261,,2018-06-04 12:08:00,2018,6,Monday,12,Part Three,W COTTAGE ST,42.32105956,-71.07313291,"(42.32105956, -71.07313291)"
I162016228,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,120,,2016-02-29 21:00:00,2016,2,Monday,21,Part One,BOYLSTON ST,42.35249485,-71.06749962,"(42.35249485, -71.06749962)"
I162026996,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,76,,2016-04-07 18:12:00,2016,4,Thursday,18,Part Two,BEVERLY ST,42.36542502,-71.05957649,"(42.36542502, -71.05957649)"
I182022959,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,502,,2018-03-28 02:18:00,2018,3,Wednesday,2,Part Three,HYDE PARK AVE,42.28519412,-71.11881058,"(42.28519412, -71.11881058)"
I162101486,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,414,,2016-12-13 10:51:00,2016,12,Tuesday,10,Part Three,PLEASANT HILL AVE,42.27595944,-71.07204816,"(42.27595944, -71.07204816)"
I162030588,617,Larceny,LARCENY THEFT FROM BUILDING,A7,16,,2015-11-01 12:00:00,2015,11,Sunday,12,Part One,E EAGLE ST,42.38134495,-71.03238071,"(42.38134495, -71.03238071)"
I162057837,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3, ,,2016-07-20 15:20:00,2016,7,Wednesday,15,Part One,BLUE HILL AVE,,,"(0.00000000, 0.00000000)"
I162087416,3125,Warrant Arrests,WARRANT ARREST,A1,77,,2016-10-25 10:25:00,2016,10,Tuesday,10,Part Three,CONGRESS ST,42.36139413,-71.0576869,"(42.36139413, -71.05768690)"
I152071977,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,626,,2015-08-29 12:00:00,2015,8,Saturday,12,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182065476,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-08-16 16:56:00,2018,8,Thursday,16,Part One,HUNTINGTON AVE,42.3479724,-71.07849582,"(42.34797240, -71.07849582)"
I172014422,2629,Harassment,HARASSMENT,B2,258,,2017-02-02 08:01:00,2017,2,Thursday,8,Part Two,PLEASANT ST,42.31544307,-71.059799,"(42.31544307, -71.05979900)"
I182058675,3115,Investigate Person,INVESTIGATE PERSON,C6,225,,2018-07-25 14:16:00,2018,7,Wednesday,14,Part Three,G ST,42.33418306,-71.0442171,"(42.33418306, -71.04421710)"
I172002456,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B2,281,,2017-01-10 03:00:00,2017,1,Tuesday,3,Part One,WARREN ST,42.32692266,-71.08313475,"(42.32692266, -71.08313475)"
I172051806,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,A7, ,,2017-06-27 18:29:00,2017,6,Tuesday,18,Part Three,BENNINGTON ST,,,"(0.00000000, 0.00000000)"
I182041592,3115,Investigate Person,INVESTIGATE PERSON,A1,120,,2018-05-30 13:05:00,2018,5,Wednesday,13,Part Three,PARK PLZ,42.35143483,-71.06969334,"(42.35143483, -71.06969334)"
I182017613,3301,Verbal Disputes,VERBAL DISPUTE,D4,624,,2018-03-07 22:18:00,2018,3,Wednesday,22,Part Three,PETERBOROUGH ST,42.34402604,-71.09615503,"(42.34402604, -71.09615503)"
I182046322,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,322,,2018-06-14 14:42:00,2018,6,Thursday,14,Part One,GANNETT ST,42.31432666,-71.08166373,"(42.31432666, -71.08166373)"
I162044658,3114,Investigate Property,INVESTIGATE PROPERTY,C11,250,,2016-06-06 21:03:00,2016,6,Monday,21,Part Three,SAVIN HILL AVE,42.31219746,-71.05204833,"(42.31219746, -71.05204833)"
I162028109,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,589,,2016-04-11 17:23:00,2016,4,Monday,17,Part Three,PARKER ST,42.33577842,-71.09438572,"(42.33577842, -71.09438572)"
I152074547,619,Larceny,LARCENY ALL OTHERS,B2,297,,2015-09-08 11:08:00,2015,9,Tuesday,11,Part One,DALE ST,42.32107166,-71.08510371,"(42.32107166, -71.08510371)"
I182064479,3301,Verbal Disputes,VERBAL DISPUTE,B3,441,,2018-08-13 14:50:00,2018,8,Monday,14,Part Three,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I162018064,1845,Drug Violation,DRUGS - POSS CLASS D,B2,321,,2016-03-07 18:35:00,2016,3,Monday,18,Part Two,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I152052547,3410,Towed,TOWED MOTOR VEHICLE,D4,273,,2015-06-25 12:10:00,2015,6,Thursday,12,Part Three,NORTHAMPTON ST,42.33798932,-71.08003746,"(42.33798932, -71.08003746)"
I152099016,3410,Towed,TOWED MOTOR VEHICLE,A7,35,,2015-11-30 08:05:00,2015,11,Monday,8,Part Three,ORLEANS ST,42.36792968,-71.0381222,"(42.36792968, -71.03812220)"
I152094847,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,395,,2015-11-15 10:02:00,2015,11,Sunday,10,Part Three,DORCHESTER AVE,42.2843982,-71.06468373,"(42.28439820, -71.06468373)"
I152090207,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,901,,2015-10-31 05:03:00,2015,10,Saturday,5,Part Three,MCGREEVEY WAY,42.33528037,-71.0987126,"(42.33528037, -71.09871260)"
I172072401,3410,Towed,TOWED MOTOR VEHICLE,B3,408,,2017-09-01 09:13:00,2017,9,Friday,9,Part Three,RIVER ST,42.27179929,-71.07287043,"(42.27179929, -71.07287043)"
I182050855,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,396,,2018-06-28 20:53:00,2018,6,Thursday,20,Part Two,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
I172072827,3301,Verbal Disputes,VERBAL DISPUTE,C11,348,,2017-09-02 16:16:00,2017,9,Saturday,16,Part Three,DORCHESTER AVE,42.30559368,-71.05887861,"(42.30559368, -71.05887861)"
I152090378,2906,Violations,VAL - OPERATING UNREG/UNINS  CAR,D4,144,,2015-10-31 16:56:00,2015,10,Saturday,16,Part Two,MASSACHUSETTS AVE,42.34335843,-71.08576891,"(42.34335843, -71.08576891)"
I182067232,3201,Property Lost,PROPERTY - LOST,E13,578,,2018-08-03 14:00:00,2018,8,Friday,14,Part Three,LAMARTINE ST,42.31844442,-71.10399969,"(42.31844442, -71.10399969)"
I182070376,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,2018-09-01 20:08:00,2018,9,Saturday,20,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182023037,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,34,,2018-03-28 11:03:00,2018,3,Wednesday,11,Part Three,MARGINAL ST,42.36423833,-71.03344046,"(42.36423833, -71.03344046)"
I152061786,1402,Vandalism,VANDALISM,B3,444,,2015-07-25 00:00:00,2015,7,Saturday,0,Part Two,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I152073816,1874,Drug Violation,DRUGS - OTHER,E18,498,,2015-09-05 14:02:00,2015,9,Saturday,14,Part Two,AMERICAN LEGION HWY,42.27727177,-71.11572996,"(42.27727177, -71.11572996)"
I162092305,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,468,,2016-11-11 02:37:00,2016,11,Friday,2,Other,BLUE HILL AVE,42.27783207,-71.09355491,"(42.27783207, -71.09355491)"
I162053790,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,179,,2016-07-03 04:00:00,2016,7,Sunday,4,Part One,READING ST,42.33110748,-71.07357194,"(42.33110748, -71.07357194)"
I162088636,423,Aggravated Assault,ASSAULT - AGGRAVATED,E5,658,,2016-10-29 18:14:00,2016,10,Saturday,18,Part One,HACKENSACK RD,42.30020617,-71.14176722,"(42.30020617, -71.14176722)"
I162046706,1402,Vandalism,VANDALISM,B3,439,,2016-06-13 14:43:00,2016,6,Monday,14,Part Two,AMES WAY,42.28965805,-71.08634397,"(42.28965805, -71.08634397)"
I172032751,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,, ,,2017-04-21 08:30:00,2017,4,Friday,8,Part Three,,42.33714302,-71.08431658,"(42.33714302, -71.08431658)"
I182044338,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,577,,2018-06-08 11:47:00,2018,6,Friday,11,Part Three,SCHOOL ST,42.31712353,-71.10144222,"(42.31712353, -71.10144222)"
I172058943,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,431,,2017-07-20 19:44:00,2017,7,Thursday,19,Part One,ARBUTUS ST,42.28757318,-71.08872923,"(42.28757318, -71.08872923)"
I172051162,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,E13,307,,2017-06-25 23:12:00,2017,6,Sunday,23,Part One,WARDMAN RD,42.31529421,-71.09486034,"(42.31529421, -71.09486034)"
I152081475,3410,Towed,TOWED MOTOR VEHICLE,A1,123,,2015-09-30 21:10:00,2015,9,Wednesday,21,Part Three,KNEELAND ST,42.35070525,-71.06185179,"(42.35070525, -71.06185179)"
I182046821,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,138,,2018-06-16 01:05:00,2018,6,Saturday,1,Part Two,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I162008807,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E18,540,,2016-02-02 08:17:00,2016,2,Tuesday,8,Part Two,RIVER ST,42.25050448,-71.13090444,"(42.25050448, -71.13090444)"
I152064754,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,259,,2015-08-05 13:40:00,2015,8,Wednesday,13,Part Three,MAGNOLIA ST,42.31478432,-71.07160997,"(42.31478432, -71.07160997)"
